week_end,t,sku_id,sku_name,line,retailer,units,everyday_price,price,dollars,arp,promo_flag,depth,display,feature,coupon,sibling_promo,pre_promo,post_promo,stores_selling,pct_acv,oos_week,base_units_true,cogs,true_base_pe,true_promo_pe,true_display_mult,true_feature_mult,true_coupon_mult,naive_base_units,naive_incr_units
2026-06-13,143,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,267.3,8.79,8.79,2349.62,8.79,0,0.0,0,0,0,0,0,0,96,0.973,0,244.1,2.04,-1.0,-1.6,1.28,1.16,1.1,267.3,0.0
2026-06-20,144,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,194.0,8.79,8.79,1705.17,8.79,0,0.0,0,0,0,1,0,0,96,0.973,0,248.8,2.04,-1.0,-1.6,1.28,1.16,1.1,194.0,0.0
2026-06-27,145,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,223.6,8.79,8.79,1965.75,8.79,0,0.0,0,0,0,1,1,0,95,0.962,0,318.3,2.04,-1.0,-1.6,1.28,1.16,1.1,223.6,0.0
2026-07-04,146,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,643.5,8.79,6.59,4343.64,6.75,1,0.25,1,1,0,1,0,0,96,0.973,0,373.4,2.04,-1.0,-1.6,1.28,1.16,1.1,216.2,427.2
2026-07-11,147,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,567.0,8.79,6.59,3985.89,7.03,1,0.25,1,1,0,0,0,0,94,0.952,0,253.9,2.04,-1.0,-1.6,1.28,1.16,1.1,216.2,350.8
2026-07-18,148,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,644.8,8.79,6.59,4365.15,6.77,1,0.25,1,1,0,1,0,0,95,0.962,0,258.2,2.04,-1.0,-1.6,1.28,1.16,1.1,216.2,428.6
2026-07-25,149,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,242.9,8.79,8.79,2134.8,8.79,0,0.0,0,0,0,0,0,1,95,0.962,0,258.5,2.04,-1.0,-1.6,1.28,1.16,1.1,242.9,0.0
2026-08-01,150,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,241.9,8.79,8.79,2126.12,8.79,0,0.0,0,0,0,0,0,0,94,0.952,0,254.8,2.04,-1.0,-1.6,1.28,1.16,1.1,241.9,0.0
2026-08-08,151,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,265.0,8.79,8.79,2329.59,8.79,0,0.0,0,0,0,0,0,0,94,0.952,0,252.5,2.04,-1.0,-1.6,1.28,1.16,1.1,265.0,0.0
2026-08-15,152,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,213.1,8.79,8.79,1873.5,8.79,0,0.0,0,0,0,0,0,0,95,0.962,0,251.6,2.04,-1.0,-1.6,1.28,1.16,1.1,213.1,0.0
2026-08-22,153,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,292.8,8.79,8.79,2573.63,8.79,0,0.0,0,0,0,1,0,0,96,0.973,0,291.5,2.04,-1.0,-1.6,1.28,1.16,1.1,292.8,0.0
2026-08-29,154,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,332.7,8.79,8.79,2924.85,8.79,0,0.0,0,0,0,0,0,0,96,0.973,0,284.5,2.04,-1.0,-1.6,1.28,1.16,1.1,332.7,0.0
2026-09-05,155,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Granite Peak Grocers,263.4,8.79,8.79,2315.62,8.79,0,0.0,0,0,0,0,0,0,94,0.952,0,231.8,2.04,-1.0,-1.6,1.28,1.16,1.1,263.4,0.0
2024-06-22,40,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,60.6,8.49,8.49,514.62,8.49,0,0.0,0,0,0,0,0,0,30,0.642,0,65.5,2.04,-1.0,-1.6,1.28,1.16,1.1,60.6,0.0
2024-06-29,41,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,77.2,8.49,8.49,655.18,8.49,0,0.0,0,0,0,0,1,0,32,0.685,0,90.3,2.04,-1.0,-1.6,1.28,1.16,1.1,77.2,0.0
2024-07-06,42,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,237.5,8.49,6.79,1628.96,6.86,1,0.2,1,1,0,0,0,0,31,0.663,0,101.5,2.04,-1.0,-1.6,1.28,1.16,1.1,237.5,0.0
2024-07-13,43,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,184.0,8.49,6.79,1317.34,7.16,1,0.2,1,1,0,0,0,0,32,0.685,0,72.7,2.04,-1.0,-1.6,1.28,1.16,1.1,184.0,0.0
2024-07-20,44,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,60.4,8.49,8.49,512.68,8.49,0,0.0,0,0,0,0,0,1,31,0.663,0,70.9,2.04,-1.0,-1.6,1.28,1.16,1.1,60.4,0.0
2024-07-27,45,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,56.4,8.49,8.49,479.2,8.49,0,0.0,0,0,0,1,0,0,31,0.663,0,70.9,2.04,-1.0,-1.6,1.28,1.16,1.1,56.4,0.0
2024-08-03,46,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,59.1,8.49,8.49,502.0,8.49,0,0.0,0,0,0,1,0,0,30,0.642,0,68.4,2.04,-1.0,-1.6,1.28,1.16,1.1,59.1,0.0
2024-08-10,47,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,55.4,8.49,8.49,469.94,8.49,0,0.0,0,0,0,1,1,0,31,0.663,0,70.0,2.04,-1.0,-1.6,1.28,1.16,1.1,55.4,0.0
2024-08-17,48,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,191.4,8.49,6.37,1265.07,6.61,1,0.25,1,1,0,0,0,0,32,0.685,0,71.2,2.04,-1.0,-1.6,1.28,1.16,1.1,59.8,131.6
2024-08-24,49,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,208.2,8.49,6.37,1413.88,6.79,1,0.25,1,1,0,0,0,0,30,0.642,0,76.5,2.04,-1.0,-1.6,1.28,1.16,1.1,59.8,148.4
2024-08-31,50,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,209.9,8.49,6.37,1435.52,6.84,1,0.25,1,1,0,0,0,0,32,0.685,0,79.6,2.04,-1.0,-1.6,1.28,1.16,1.1,59.8,150.2
2024-09-07,51,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,57.3,8.49,8.49,486.85,8.49,0,0.0,0,0,0,0,0,1,32,0.685,0,66.2,2.04,-1.0,-1.6,1.28,1.16,1.1,57.3,0.0
2024-09-14,52,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,58.0,8.49,8.49,492.0,8.49,0,0.0,0,0,0,0,0,0,32,0.685,0,64.1,2.04,-1.0,-1.6,1.28,1.16,1.1,58.0,0.0
2024-09-21,53,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,61.5,8.49,8.49,521.92,8.49,0,0.0,0,0,0,0,0,0,33,0.706,0,63.9,2.04,-1.0,-1.6,1.28,1.16,1.1,61.5,0.0
2024-09-28,54,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,60.6,8.49,8.49,514.07,8.49,0,0.0,0,0,0,0,0,0,32,0.685,0,59.8,2.04,-1.0,-1.6,1.28,1.16,1.1,60.6,0.0
2024-10-05,55,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,30.2,8.49,8.49,256.03,8.49,0,0.0,0,0,0,0,0,0,31,0.663,1,55.9,2.04,-1.0,-1.6,1.28,1.16,1.1,30.2,0.0
2024-10-12,56,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,60.2,8.49,8.49,510.7,8.49,0,0.0,0,0,0,0,0,0,33,0.706,0,57.5,2.04,-1.0,-1.6,1.28,1.16,1.1,60.2,0.0
2024-10-19,57,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,45.1,8.49,8.49,382.95,8.49,0,0.0,0,0,0,1,1,0,33,0.706,0,55.6,2.04,-1.0,-1.6,1.28,1.16,1.1,45.1,0.0
2024-10-26,58,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,65.0,8.49,7.64,500.13,7.7,1,0.1,0,0,0,1,0,0,31,0.663,0,50.6,2.04,-1.0,-1.6,1.28,1.16,1.1,58.6,6.5
2024-11-02,59,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,51.6,8.49,8.49,438.43,8.49,0,0.0,0,0,0,0,0,1,32,0.685,0,50.8,2.04,-1.0,-1.6,1.28,1.16,1.1,51.6,0.0
2024-11-09,60,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,50.5,8.49,8.49,428.52,8.49,0,0.0,0,0,0,0,0,0,33,0.706,0,51.2,2.04,-1.0,-1.6,1.28,1.16,1.1,50.5,0.0
2024-11-16,61,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,45.1,8.49,8.49,382.49,8.49,0,0.0,0,0,0,0,0,0,33,0.706,0,50.2,2.04,-1.0,-1.6,1.28,1.16,1.1,45.1,0.0
2024-11-23,62,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,53.1,8.49,8.49,450.43,8.49,0,0.0,0,0,0,0,1,0,33,0.706,0,52.4,2.04,-1.0,-1.6,1.28,1.16,1.1,53.1,0.0
2024-11-30,63,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,143.6,8.49,6.37,928.89,6.47,1,0.25,1,1,0,0,0,0,33,0.706,0,53.2,2.04,-1.0,-1.6,1.28,1.16,1.1,52.4,91.2
2024-12-07,64,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,49.2,8.49,8.49,417.33,8.49,0,0.0,0,0,0,0,0,1,33,0.706,0,48.9,2.04,-1.0,-1.6,1.28,1.16,1.1,49.2,0.0
2024-12-14,65,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,44.7,8.49,8.49,379.64,8.49,0,0.0,0,0,0,0,1,0,34,0.727,0,52.2,2.04,-1.0,-1.6,1.28,1.16,1.1,44.7,0.0
2024-12-21,66,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,168.9,8.49,5.94,1082.94,6.41,1,0.3,1,1,1,0,0,0,34,0.727,0,54.9,2.04,-1.0,-1.6,1.28,1.16,1.1,49.8,119.0
2024-12-28,67,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,152.1,8.49,5.94,1000.85,6.58,1,0.3,1,1,1,0,0,0,33,0.706,0,51.8,2.04,-1.0,-1.6,1.28,1.16,1.1,49.8,102.2
2025-01-04,68,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,167.7,8.49,5.94,1066.71,6.36,1,0.3,1,1,1,1,0,0,35,0.749,0,59.8,2.04,-1.0,-1.6,1.28,1.16,1.1,49.8,117.8
2025-01-11,69,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,47.5,8.49,8.49,402.95,8.49,0,0.0,0,0,0,1,0,1,34,0.727,0,58.9,2.04,-1.0,-1.6,1.28,1.16,1.1,47.5,0.0
2025-01-18,70,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,44.0,8.49,8.49,373.24,8.49,0,0.0,0,0,0,1,0,0,34,0.727,0,53.0,2.04,-1.0,-1.6,1.28,1.16,1.1,44.0,0.0
2025-01-25,71,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,48.0,8.49,8.49,407.71,8.49,0,0.0,0,0,0,0,1,0,34,0.727,0,53.8,2.04,-1.0,-1.6,1.28,1.16,1.1,48.0,0.0
2025-02-01,72,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,94.8,8.49,6.79,674.28,7.11,1,0.2,0,1,0,0,0,0,34,0.727,0,54.6,2.04,-1.0,-1.6,1.28,1.16,1.1,47.8,47.0
2025-02-08,73,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,89.5,8.49,6.79,621.73,6.95,1,0.2,0,1,0,0,0,0,33,0.706,0,53.9,2.04,-1.0,-1.6,1.28,1.16,1.1,47.8,41.8
2025-02-15,74,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,53.2,8.49,8.49,451.76,8.49,0,0.0,0,0,0,0,0,1,34,0.727,0,56.3,2.04,-1.0,-1.6,1.28,1.16,1.1,53.2,0.0
2025-02-22,75,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,48.9,8.49,8.49,414.81,8.49,0,0.0,0,0,0,0,0,0,33,0.706,0,55.5,2.04,-1.0,-1.6,1.28,1.16,1.1,48.9,0.0
2025-03-01,76,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,57.8,8.49,8.49,490.46,8.49,0,0.0,0,0,0,0,0,0,33,0.706,0,56.2,2.04,-1.0,-1.6,1.28,1.16,1.1,57.8,0.0
2025-03-08,77,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,65.4,8.49,8.49,554.95,8.49,0,0.0,0,0,0,0,1,0,33,0.706,0,57.0,2.04,-1.0,-1.6,1.28,1.16,1.1,65.4,0.0
2025-03-15,78,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,68.3,8.49,7.22,505.6,7.4,1,0.15,0,0,0,0,0,0,35,0.749,0,61.2,2.04,-1.0,-1.6,1.28,1.16,1.1,48.4,19.8
2025-03-22,79,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,59.9,8.49,8.49,508.92,8.49,0,0.0,0,0,0,0,0,1,36,0.77,0,63.7,2.04,-1.0,-1.6,1.28,1.16,1.1,59.9,0.0
2025-03-29,80,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,64.5,8.49,8.49,547.5,8.49,0,0.0,0,0,0,0,0,0,36,0.77,0,64.4,2.04,-1.0,-1.6,1.28,1.16,1.1,64.5,0.0
2025-04-05,81,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,69.3,8.49,8.49,588.26,8.49,0,0.0,0,0,0,0,0,0,37,0.792,0,67.0,2.04,-1.0,-1.6,1.28,1.16,1.1,69.3,0.0
2025-04-12,82,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,67.8,8.99,8.99,609.96,8.99,0,0.0,0,0,0,0,0,0,36,0.77,0,62.4,2.04,-1.0,-1.6,1.28,1.16,1.1,67.8,0.0
2025-04-19,83,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,61.0,8.99,8.99,548.5,8.99,0,0.0,0,0,0,0,0,0,37,0.792,0,65.1,2.04,-1.0,-1.6,1.28,1.16,1.1,61.0,0.0
2025-04-26,84,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,69.1,8.99,8.99,621.16,8.99,0,0.0,0,0,0,0,0,0,35,0.749,0,62.5,2.04,-1.0,-1.6,1.28,1.16,1.1,69.1,0.0
2025-05-03,85,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,70.5,8.99,8.99,634.1,8.99,0,0.0,0,0,0,0,0,0,36,0.77,0,65.3,2.04,-1.0,-1.6,1.28,1.16,1.1,70.5,0.0
2025-05-10,86,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,63.7,8.99,8.99,572.63,8.99,0,0.0,0,0,0,0,1,0,37,0.792,0,68.4,2.04,-1.0,-1.6,1.28,1.16,1.1,63.7,0.0
2025-05-17,87,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,140.9,8.99,6.74,1012.74,7.19,1,0.25,0,1,0,0,0,0,37,0.792,0,69.7,2.04,-1.0,-1.6,1.28,1.16,1.1,66.2,74.8
2025-05-24,88,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,169.9,8.99,6.74,1175.62,6.92,1,0.25,0,1,0,0,0,0,35,0.749,0,77.4,2.04,-1.0,-1.6,1.28,1.16,1.1,66.2,103.8
2025-05-31,89,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,98.1,8.99,8.99,881.65,8.99,0,0.0,0,0,0,0,0,1,37,0.792,0,89.6,2.04,-1.0,-1.6,1.28,1.16,1.1,98.1,0.0
2025-06-07,90,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,68.9,8.99,8.99,619.84,8.99,0,0.0,0,0,0,0,0,0,35,0.749,0,70.1,2.04,-1.0,-1.6,1.28,1.16,1.1,68.9,0.0
2025-06-14,91,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,83.5,8.99,8.99,750.68,8.99,0,0.0,0,0,0,0,0,0,37,0.792,0,75.6,2.04,-1.0,-1.6,1.28,1.16,1.1,83.5,0.0
2025-06-21,92,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,79.6,8.99,8.99,715.65,8.99,0,0.0,0,0,0,0,0,0,38,0.813,0,79.1,2.04,-1.0,-1.6,1.28,1.16,1.1,79.6,0.0
2025-06-28,93,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,92.0,8.99,8.99,827.19,8.99,0,0.0,0,0,0,0,0,0,37,0.792,0,99.6,2.04,-1.0,-1.6,1.28,1.16,1.1,92.0,0.0
2025-07-05,94,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,160.1,8.99,8.99,1439.71,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,121.8,2.04,-1.0,-1.6,1.28,1.16,1.1,160.1,0.0
2025-07-12,95,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,91.0,8.99,8.99,818.27,8.99,0,0.0,0,0,0,0,0,0,37,0.792,0,80.2,2.04,-1.0,-1.6,1.28,1.16,1.1,91.0,0.0
2025-07-19,96,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,91.3,8.99,8.99,820.69,8.99,0,0.0,0,0,0,0,0,0,38,0.813,0,82.8,2.04,-1.0,-1.6,1.28,1.16,1.1,91.3,0.0
2025-07-26,97,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,83.5,8.99,8.99,750.86,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,85.1,2.04,-1.0,-1.6,1.28,1.16,1.1,83.5,0.0
2025-08-02,98,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,87.9,8.99,8.99,789.92,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,84.7,2.04,-1.0,-1.6,1.28,1.16,1.1,87.9,0.0
2025-08-09,99,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,80.8,8.99,8.99,726.76,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,84.0,2.04,-1.0,-1.6,1.28,1.16,1.1,80.8,0.0
2025-08-16,100,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,103.5,8.99,8.99,930.65,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,82.7,2.04,-1.0,-1.6,1.28,1.16,1.1,103.5,0.0
2025-08-23,101,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,77.4,8.99,8.99,696.17,8.99,0,0.0,0,0,0,1,0,0,38,0.813,0,92.4,2.04,-1.0,-1.6,1.28,1.16,1.1,77.4,0.0
2025-08-30,102,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,91.8,8.99,8.99,825.42,8.99,0,0.0,0,0,0,0,0,0,38,0.813,0,90.1,2.04,-1.0,-1.6,1.28,1.16,1.1,91.8,0.0
2025-09-06,103,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,83.7,8.99,8.99,752.65,8.99,0,0.0,0,0,0,0,0,0,38,0.813,0,75.0,2.04,-1.0,-1.6,1.28,1.16,1.1,83.7,0.0
2025-09-13,104,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,67.2,8.99,8.99,603.92,8.99,0,0.0,0,0,0,1,0,0,40,0.856,0,76.4,2.04,-1.0,-1.6,1.28,1.16,1.1,67.2,0.0
2025-09-20,105,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,69.2,8.99,8.99,622.55,8.99,0,0.0,0,0,0,1,0,0,38,0.813,0,70.2,2.04,-1.0,-1.6,1.28,1.16,1.1,69.2,0.0
2025-09-27,106,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,72.5,8.99,8.99,651.69,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,69.5,2.04,-1.0,-1.6,1.28,1.16,1.1,72.5,0.0
2025-10-04,107,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,69.0,8.99,8.99,620.6,8.99,0,0.0,0,0,0,0,0,0,40,0.856,0,68.8,2.04,-1.0,-1.6,1.28,1.16,1.1,69.0,0.0
2025-10-11,108,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,65.5,8.99,8.99,589.03,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,64.7,2.04,-1.0,-1.6,1.28,1.16,1.1,65.5,0.0
2025-10-18,109,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,50.7,8.99,8.99,456.14,8.99,0,0.0,0,0,0,0,0,0,39,0.834,0,62.6,2.04,-1.0,-1.6,1.28,1.16,1.1,50.7,0.0
2025-10-25,110,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,60.0,8.99,8.99,538.98,8.99,0,0.0,0,0,0,1,0,0,39,0.834,0,60.7,2.04,-1.0,-1.6,1.28,1.16,1.1,60.0,0.0
2025-11-01,111,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,57.6,8.99,8.99,517.72,8.99,0,0.0,0,0,0,1,0,0,40,0.856,0,60.6,2.04,-1.0,-1.6,1.28,1.16,1.1,57.6,0.0
2025-11-08,112,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,56.1,9.49,9.49,532.48,9.49,0,0.0,0,0,0,0,0,0,38,0.813,0,53.3,2.04,-1.0,-1.6,1.28,1.16,1.1,56.1,0.0
2025-11-15,113,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,56.7,9.49,9.49,537.93,9.49,0,0.0,0,0,0,0,0,0,40,0.856,0,55.0,2.04,-1.0,-1.6,1.28,1.16,1.1,56.7,0.0
2025-11-22,114,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,49.1,9.49,9.49,466.11,9.49,0,0.0,0,0,0,0,0,0,38,0.813,0,54.5,2.04,-1.0,-1.6,1.28,1.16,1.1,49.1,0.0
2025-11-29,115,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,56.2,9.49,9.49,533.72,9.49,0,0.0,0,0,0,0,0,0,38,0.813,0,55.3,2.04,-1.0,-1.6,1.28,1.16,1.1,56.2,0.0
2025-12-06,116,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,48.7,9.49,9.49,462.33,9.49,0,0.0,0,0,0,0,0,0,40,0.856,0,53.5,2.04,-1.0,-1.6,1.28,1.16,1.1,48.7,0.0
2025-12-13,117,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,55.1,9.49,9.49,522.88,9.49,0,0.0,0,0,0,0,0,0,42,0.899,0,58.3,2.04,-1.0,-1.6,1.28,1.16,1.1,55.1,0.0
2025-12-20,118,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,51.5,9.49,9.49,488.29,9.49,0,0.0,0,0,0,0,0,0,40,0.856,0,58.3,2.04,-1.0,-1.6,1.28,1.16,1.1,51.5,0.0
2025-12-27,119,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,48.1,9.49,9.49,456.88,9.49,0,0.0,0,0,0,1,0,0,40,0.856,0,56.7,2.04,-1.0,-1.6,1.28,1.16,1.1,48.1,0.0
2026-01-03,120,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,61.7,9.49,9.49,585.6,9.49,0,0.0,0,0,0,1,1,0,42,0.899,0,64.8,2.04,-1.0,-1.6,1.28,1.16,1.1,61.7,0.0
2026-01-10,121,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,113.9,9.49,7.59,878.34,7.71,1,0.2,0,1,0,0,0,0,41,0.877,0,64.1,2.04,-1.0,-1.6,1.28,1.16,1.1,53.3,60.6
2026-01-17,122,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,47.5,9.49,9.49,450.57,9.49,0,0.0,0,0,0,0,0,1,40,0.856,0,56.3,2.04,-1.0,-1.6,1.28,1.16,1.1,47.5,0.0
2026-01-24,123,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,45.8,9.49,9.49,435.12,9.49,0,0.0,0,0,0,1,0,0,40,0.856,0,57.2,2.04,-1.0,-1.6,1.28,1.16,1.1,45.8,0.0
2026-01-31,124,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,65.8,9.49,9.49,624.01,9.49,0,0.0,0,0,0,0,0,0,40,0.856,0,58.1,2.04,-1.0,-1.6,1.28,1.16,1.1,65.8,0.0
2026-02-07,125,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,53.2,9.49,9.49,505.32,9.49,0,0.0,0,0,0,1,0,0,42,0.899,0,61.9,2.04,-1.0,-1.6,1.28,1.16,1.1,53.2,0.0
2026-02-14,126,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,58.2,9.49,9.49,552.09,9.49,0,0.0,0,0,0,1,0,0,40,0.856,0,59.9,2.04,-1.0,-1.6,1.28,1.16,1.1,58.2,0.0
2026-02-21,127,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,66.0,9.49,9.49,626.76,9.49,0,0.0,0,0,0,1,0,0,41,0.877,0,62.2,2.04,-1.0,-1.6,1.28,1.16,1.1,66.0,0.0
2026-02-28,128,BW-203,Bramblewick Trail Bars Dark Choc 12ct,Bars,Hollybrook Foods,60.9,9.49,9.49,577.64,9.49,0,0.0,0,0,0,1,0,0,40,0.856,0,61.6,2.04,-1.0,-1.6,1.28,1.16,1.1,60.9,0.0
